name,city,brewery_type,url,address,address_2,postal_code,state_province,phone,website_url,social_media,country
Hornby Island Brewing,Hornby Island,"['Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Non Alc Beer Producer', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Shopping']",https://bcaletrail.ca/breweries/hornby-island-brewing/,6985 St Johns Pt Road,N/A,V0R 1Z0,BC,2503359179,http://hornbyislandbrewing.ca/,"['https://twitter.com/hornbybrewco', 'https://www.facebook.com/hornbyislandbrewingco', 'https://www.instagram.com/hornbyislandbrewingco/', 'https://untappd.com/HornbyIslandBrewingCompany']",Canada
House of Funk Brewing,North Vancouver,"['Barrels', 'Canada Post delivery across BC', 'Coffee', 'Dog Friendly Zone', 'Experience', 'Gender Neutral Washrooms', 'Growler Fills', 'Live Music', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/house-of-funk-brewing/,350 E Esplanade,N/A,V7L 1A4,BC,N/A,https://www.houseoffunkbrewing.com/,"['https://www.facebook.com/houseoffunkbrewing', 'https://www.instagram.com/houseoffunkbrewing/', 'https://untappd.com/House_Of_Funk']",Canada
Howe Sound Brewing,Squamish,"[""Baby Change Table (women's washroom)"", 'Barrels', 'Bike Racks', 'Brewpub', 'Canada Post delivery across BC', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Guest Taps', 'Hotel', 'Keg Sales/Rentals', 'Kombucha', 'Merchandise', 'Non Alc Beer Available', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/howe-sound-brewing/,37801 Cleveland Ave,N/A,V8B 0S8,BC,6048922603,http://howesound.com,"['https://twitter.com/howesoundbeer', 'https://www.facebook.com/HoweSoundBrewing', 'https://www.instagram.com/Howesoundbrewing/', 'https://untappd.com/HoweSoundBrewingCo']",Canada
Hoyne Brewing,Victoria,"['Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise']",https://bcaletrail.ca/breweries/hoyne-brewing-co/,2740 Bridge St,N/A,V8T 5C5,BC,2505905758,http://hoynebrewing.ca,"['https://twitter.com/HoyneBeer', 'https://www.facebook.com/HoyneBrewing/', 'https://www.instagram.com/hoynebrewing/', 'https://untappd.com/hoynebrewing']",Canada
île Sauvage Brewing,Victoria,"['Barrels', 'Beer Service', 'Cider', 'Crowlers', 'Events', 'Food Truck(s)', 'Kombucha', 'Snacks']",https://bcaletrail.ca/breweries/ile-sauvage-brewing/,2960 Bridge Street,N/A,V8T 4T3,BC,2505089386,http://www.ilesauvage.com,"['https://twitter.com/ilesauvagebeer', 'https://www.facebook.com/ilesauvagebrewing/', 'https://www.instagram.com/ilesauvagebrewing/', 'https://untappd.com/IleSauvage']",Canada
Iron Road Brewing,Kamloops,"['Barrels', 'Beer Service', 'Brewpub', 'Family Friendly', 'Food Service', 'Growler Fills', 'Live Music']",https://bcaletrail.ca/breweries/iron-road-brewing/,980 Camosun Cres,N/A,V2C 6G2,BC,7787658160,http://www.ironroadbrewing.ca,"['https://twitter.com/@ironroadbrewing', 'https://www.facebook.com/Iron-Road-Brewing-1264130683634590/', 'https://www.instagram.com/ironroadbrewing', 'https://untappd.com/Iron_Road_Brewing']",Canada
Jackknife Brewing,Kelowna,"['Barrels', 'Cider', ""Code of Conduct on Brewery's Website"", 'Family Friendly', 'Gender Neutral Washrooms', 'NA Beer Alternative (eg. hopped sparkling water)', 'Patio', 'Pizza', 'Shopping', 'Take-Out', 'Tasting Room Kitchen', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/jackknife-brewing/,727 Baillie Ave,N/A,N/A,BC,N/A,https://www.jackknife.beer/,"['https://www.facebook.com/jackknifebrewing/', 'https://www.instagram.com/jackknifebrewing', 'https://untappd.com/JackknifeBrewing']",Canada
Kelowna Beer Institute,Kelowna,"['All Weather Patio', ""Baby Change Table (women's washroom)"", 'Bike Racks', 'Board Games', 'Brewpub', 'Cask Beer', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'GF Food Options', 'Growler Fills', 'Hotel', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Safe Space Signage', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/kelowna-beer-institute/,1346 Water St,N/A,V1Y 1J1,BC,7784840306,http://kelownabeerinstitute.com/,"['https://www.facebook.com/KelownaBeerInstitute', 'https://www.instagram.com/kelownabeerinstitute/', 'https://untappd.com/treebeer']",Canada
Kettle River Brewing Co.,Kelowna,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Barrels', 'Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/kettle-river-brewing-co/,731 Baillie Ave,N/A,V1Y 7E9,BC,2508625115,http://kettleriverbrewing.ca,"['https://twitter.com/kettleriverbrew', 'http://www.facebook.com/kettleriverbrew', 'https://www.instagram.com/kettleriverbrew/', 'https://untappd.com/w/kettle-river-brewing/270361']",Canada
KPU Brew Lab | Kwantlen Polytechnic University,Langley,"['Beer Service', 'Experience', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/kwantlen-polytechnic-university-brewing/,20901 Langley Bypass,N/A,V3A 8G9,BC,N/A,http://www.kpu.ca/brew,"['https://twitter.com/kpubrew', 'https://www.facebook.com/kpubrew/', 'https://www.instagram.com/kpubrew', 'https://untappd.com/KPUBrewingLab']",Canada
La Cerveceria Astilleros,North Vancouver,"['Beer Service', 'Brewpub', 'Call in or Order Online', 'Cocktails', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Service', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Margaritas', 'Merchandise', 'Online Ordering - Local Delivery', 'Patio', 'Snacks', 'Tasting Room Kitchen', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/la-cerveceria-astilleros/,226 Esplanade East,N/A,V7L 1A3,BC,N/A,http://www.cerveceria-astilleros.com,"['https://www.facebook.com/cerveceriaastilleros/', 'https://www.instagram.com/lacerveceriaastilleros/', 'https://untappd.com/w/la-cerveceria-astilleros/473297']",Canada
Lakesider Brewing Co.,West Kelowna,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Barrels', 'Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Delivery from Local Restaurants Available', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/lakesider-brewing/,835 Anders Rd W.,N/A,N/A,BC,2367661144,https://lakesiderbrewing.com/,"['https://www.facebook.com/lakesiderbeer/', 'https://www.instagram.com/lakesiderbeer/', 'https://untappd.com/w/lakesider-brewing/494371']",Canada
Land & Sea Brewing,Comox,"['Beer Service', 'Bike Racks', 'Cider', ""Code of Conduct on Brewery's Website"", 'Family Friendly', 'Food Service', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Kombucha', 'Live Music', 'Snacks', 'Tasting Room Kitchen', 'Wine']",https://bcaletrail.ca/breweries/land-and-sea-brewing/,2040 Guthrie Rd,N/A,V9M 3P6,BC,2509415577,https://www.landandseabrewing.ca/,"['https://www.facebook.com/landandseabeer/', 'https://www.instagram.com/landandseabeer/', 'https://untappd.com/LandandSeaBrewing']",Canada
Lighthouse Brewing,Victoria,"['Barrels', 'Bike Racks', 'Events', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Patio', 'Shopping', 'Snacks', 'Take-Out', 'Tasting Room Kitchen', 'Vegan Options']",https://bcaletrail.ca/breweries/lighthouse-brewing-company/,836 Devonshire Rd,N/A,V9A 4T4,BC,2503836500,http://lighthousebrewing.com,"['https://twitter.com/LIGHTHOUSEBEER', 'https://www.facebook.com/LIGHTHOUSEBEER/', 'https://www.instagram.com/LIGHTHOUSEBEER/', 'https://untappd.com/lighthousebrewing']",Canada
Lillooet Brewing Company,Lillooet,"['Baby Change Table (gender neutral washroom)', ""Baby Change Table (women's washroom)"", 'Bike Racks', 'Board Games', 'Cider', 'Dog Friendly Patio', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Merchandise', 'Patio', 'Picnic Area Outside', 'Snacks', 'Tasting Room Kitchen', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/lillooet-brewing-co/,104 Main St,N/A,V0K 1V0,BC,2364171133,https://lillooetbrewing.com/,"['https://www.facebook.com/LillooetBrewing', 'https://www.instagram.com/lillooetbeer/']",Canada
Locality Brewing,Langley,"['Dog Friendly Zone', 'Events', 'Family Friendly', 'Farm', 'Has Tours', 'Keg Sales/Rentals', 'Picnics']",https://bcaletrail.ca/breweries/locality-brewing/,7111 252 Street,N/A,V4W 1H6,BC,7788551376,https://localitybrewing.ca/,"['https://twitter.com/LocalityBrewing', 'https://www.facebook.com/localitybrewing/', 'https://www.instagram.com/localitybrewing']",Canada
Longwood Brew Pub & Restaurant,Nanaimo,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Brewpub', 'Cask Beer', 'Cider', 'Cocktails', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/longwood-brewpub/,5775 Turner Rd,N/A,V9T 6L8,BC,2507298225,http://www.longwoodbrewpub.com/,"['https://www.facebook.com/longwoodbrewpub', 'http://www.instagram.com/longwoodbrewpub/']",Canada
Longwood Brewery on Boxwood Road,Nanaimo,"['Barrels', 'Delivery from Local Restaurants Available', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Non Alc Beer Producer', 'Patio', 'Picnic Area Outside', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/longwood-brewery/,101A - 2046 Boxwood Rd,N/A,V9S 5W7,BC,2505912739,http://longwoodbeer.com,"['https://twitter.com/longwoodbrewery', 'https://www.facebook.com/profile.php?id=100086750047819', 'https://www.instagram.com/longwoodbrewery/', 'https://untappd.com/LongwoodBreweryNanaimo']",Canada
LoveShack Libations,Qualicum Beach,"['Delivery from Local Restaurants Available', 'Dog Friendly Zone', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Merchandise', 'Outside food permitted', 'Safe Space Signage', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/loveshack-libations/,1,4134 Island Hwy W #,V9K 2B2,BC,6043192484,http://loveshacklibations.com,"['https://twitter.com/LoveShackBeer', 'https://www.facebook.com/loveshacklibations/', 'https://www.instagram.com/loveshacklibations/', 'https://untappd.com/w/loveshack-libations/325191']",Canada
Luppolo Brewing Company,Vancouver,"['Baby Change Table (gender neutral washroom)', 'Barrels', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Family Friendly', 'Gender Neutral Washrooms', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Safe Space Signage', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/luppolo-brewing-company/,1123 Venables St,N/A,V6A 2C6,BC,6042554997,http://luppolobrewing.ca,"['https://twitter.com/luppolo_brewing', 'https://www.facebook.com/luppolobrewingco/', 'https://www.instagram.com/luppolo_brewing/', 'https://untappd.com/w/luppolo-brewing-company/281667']",Canada
Main Street Brewing,Vancouver,"['Barrels', 'Cask Beer', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Shopping', 'Take-Out', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/main-street-brewing/,261 E 7th Ave,N/A,V5T 0B4,BC,6043367711,http://mainstreetbeer.ca,"['https://www.facebook.com/MainStreetBeer/', 'https://www.instagram.com/mainstreetbeer/', 'https://untappd.com/MainStreetBrewingCompany']",Canada
Mariner Brewing,Coquitlam,"['Baby Change Table (gender neutral washroom)', 'Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Kombucha', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Spirits', 'Tasting Room Kitchen', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/mariner-brewing/,H-1100 Lansdowne Drive,N/A,V3B 5E2,BC,6044674160,https://www.marinerbrewing.ca/,"['https://twitter.com/MarinerBeer', 'https://www.facebook.com/pg/marinerbeer', 'https://www.instagram.com/marinerbeer/']",Canada
Mayne Island Brewing Company,Mayne Island,"['Barrels', 'Beer Service', 'Experience', 'Family Friendly', 'Gender Neutral Washrooms', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Picnics', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/mayne-island-brewing-company/,490 Fernhill Road,N/A,V0N 2J2,BC,2505260711,https://mayneislandbrewing.com/,"['https://www.facebook.com/MayneIslandBrewing/', 'https://www.instagram.com/mayneislandbrewingco/', 'https://untappd.com/w/mayne-island-brewing-company/316870']",Canada
Mighty Peace Brewing,Fort St. John,"['Beer Service', 'Cider', 'Cocktails', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Shopping', 'Snacks', 'Tasting Room Kitchen', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/mighty-peace/,10128 95 Ave,N/A,V1J 1J1,BC,2507855553,http://www.Mightypeacebrewing.ca,"['https://twitter.com/MightyPeaceBeer', 'https://www.facebook.com/MightyPeaceBrewing/', 'https://www.instagram.com/mightypeacebrewing/', 'https://untappd.com/Mighty_Peace_Brewing_Co']",Canada
Mile Zero Brewing,Metchosin,"['Events', 'Family Friendly', 'Growler Fills', 'Patio', 'Pizza', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/mile-zero-brewing/,4495 Happy Valley Road,N/A,V9C 3Z3,BC,N/A,https://www.milezerobrewing.ca/,"['https://www.facebook.com/milezerobrewing', 'https://www.instagram.com/milezerobrewingca/', 'https://untappd.com/MileZeroBrewing']",Canada
Moody Ales & Co.,Port Moody,"['Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Board Games', 'Cask Beer', 'Cocktails', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Keg Sales/Rentals', 'Kombucha', 'Merchandise', 'Non Alc Beer Producer', 'Patio', 'Picnic Area Outside', 'Safe Space Signage', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/moody-ales/,2601 Murray St,N/A,V3H 3R5,BC,6044923911,http://www.Moodyales.com,"['https://www.facebook.com/MoodyAles/', 'https://www.instagram.com/MoodyAles/', 'https://untappd.com/MoodyAles']",Canada
Mount Arrowsmith Brewing,Parksville,"['Beer Service', 'Experience', 'Growler Fills', 'Has Tours', 'Merchandise', 'Shopping', 'Take-Out', 'Tasting Room Kitchen', 'What Else?']",https://bcaletrail.ca/breweries/mount-arrowsmith-brewing-co/,425 Stanford Avenue East,N/A,N/A,BC,2509510125,https://arrowsmithbrewing.com/shop/,"['https://www.facebook.com/MABrewing', 'https://www.instagram.com/MABrewing/', 'https://untappd.com/MountArrowsmith']",Canada
Mountainview Brewing,Hope,"['Board Games', 'Call in or Order Online', 'Canada Post delivery across BC', 'Cider', 'Cocktails', 'Coffee', 'Craft Sodas', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Patio', 'Snacks', 'Tasting Room Kitchen', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/mountainview-brewing/,390 Old Hope Princeton Way,N/A,V0X 1L0,BC,2363551333,https://mountainviewbrewing.ca/,"['https://twitter.com/mtnviewbrewing', 'https://www.facebook.com/mtnviewbrewing/', 'https://www.instagram.com/mtnviewbrewing/', 'https://untappd.com/Mountainview_Brewing_Co']",Canada
Mt. Begbie Brewing,Revelstoke,"['Brewpub', 'Family Friendly', 'Has Tours', 'Merchandise', 'Shopping', 'Snacks']",https://bcaletrail.ca/breweries/mt-begbie-brewing-company/,2155 Oak Drive,N/A,V0E 2S1,BC,2508372756,http://mt-begbie.com,"['https://twitter.com/MtBegbiebeer', 'https://www.facebook.com/mtbegbiebeer/', 'https://www.instagram.com/mtbegbiebeer/', 'https://untappd.com/MtBegbieBrewingCo']",Canada
Neighbourhood Brewing,Penticton,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', ""Baby Change Table (women's washroom)"", 'Barrels', 'Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/neighbourhood-brewing/,187 Westminster Ave.,N/A,V2A 1J7,BC,7783800841,https://neighbourhoodbrewing.com/,"['https://www.facebook.com/NBHDBeer', 'https://www.instagram.com/nbhdbeer/', 'https://untappd.com/NeighbourhoodBrewing']",Canada
Nelson Brewing Company,Nelson,"['Beer Service', 'Bike Racks', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/nelson-brewing-company/,512 Latimer St,N/A,V1L 4V1,BC,2503523582,http://nelsonbrewing.com,"['https://www.facebook.com/Nelson-Brewing-Company-192612907436095/', 'https://www.instagram.com/nelsonbrewingcompany/', 'https://untappd.com/w/nelson-brewing-company/902']",Canada
Noble Pig Brewhouse,Kamloops,"['Brewpub', 'Cider', 'Family Friendly', 'Growler Fills', 'Wine']",https://bcaletrail.ca/breweries/the-noble-pig-brewhouse/,650 Victoria St,N/A,V2C 2B4,BC,7784715999,http://thenoblepig.ca,"['https://twitter.com/thenoblepigbrew', 'https://www.facebook.com/The-Noble-Pig-Brewhouse-101556243242933/', 'https://www.instagram.com/thenoblepigbrew/', 'https://untappd.com/w/noble-pig-brewhouse/8623']",Canada
North Point Brewing,North Vancouver,"['Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/north-point-brewing/,266 1st Street East,N/A,V7L 1B3,BC,6042500234,https://www.northpointbrewing.com,"['https://www.facebook.com/northpointbrewing', 'https://www.instagram.com/northpointbrewing/', 'https://untappd.com/NorthPoint']",Canada
Northpaw Brew Co.,Port Coquitlam,"['Barrels', 'Beer Service', 'Call in or Order Online', 'Experience', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/northpaw-brew-co/,2150-570 Sherling Pl,N/A,V3E 3G7,BC,6046445439,https://www.northpawbrewco.com/,"['https://twitter.com/northpawbrewco', 'https://www.facebook.com/northpawbrewco/', 'https://www.instagram.com/northpawbrewco/', 'https://untappd.com/NorthpawBrewCo']",Canada
Off The Rail Brewing Co,Vancouver,"['Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/off-the-rail-brewing-co/,1351 Adanac St,N/A,V5L 2C4,BC,6045635767,http://offtherailbrewing.com,"['https://twitter.com/offtherailbeer', 'https://www.facebook.com/Off-The-Rail-Brewing-Co-286997414805699/', 'https://www.instagram.com/offtherailbeer/', 'https://untappd.com/w/off-the-rail-brewing/186988']",Canada
The Office Brewery,Kelowna,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Kombucha', 'Merchandise', 'Non Alc Beer Available', 'Online Ordering - Local Delivery', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/the-office-brewery/,301 - 890 Clement Ave,N/A,V1Y 7E4,BC,N/A,https://officebrewery.ca/,"['https://www.facebook.com/theofficebrewery', 'https://www.instagram.com/theofficebrewery/']",Canada
Old Abbey Ales,Abbotsford,"['Board Games', 'Cider', 'Craft Sodas', 'Delivery from Local Restaurants Available', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Merchandise', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/old-abbey-ales/,1A - 30321 Fraser Hwy,N/A,V4X 1T3,BC,6046075104,http://oldabbeyales.com,"['https://www.instagram.com/oldabbeyalesbrewery/', 'https://untappd.com/OldAbbeyAles']",Canada
Old Yale Brewing,Chilliwack,"['Board Games', 'Cider', 'Cocktails', 'Coffee', 'Crowlers', 'Family Friendly', 'GF Food Options', 'Growler Fills', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Patio', 'Restaurant Connected', 'Shopping', 'Take-Out', 'Wine']",https://bcaletrail.ca/breweries/old-yale-brewing-co/,4,44550 S Sumas Rd #40,V2R 5M3,BC,6043922011,http://oldyalebrewing.com,"['https://twitter.com/oldyalebrewing', 'https://www.facebook.com/oldyalebrewing/', 'https://www.instagram.com/oldyalebrewing/', 'https://untappd.com/oldyalebrewing']",Canada
Old Yale Brewing Abbotsford,Abbotsford,"['Beer Service', 'Brewpub', 'Call in or Order Online', 'Cider', 'Cocktails', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/old-yale-brewing-abbotsford/,33738 Laurel Street,N/A,V2S 1X2,BC,6043922011,https://www.oldyalebrewing.com/old-yale-abbotsford,"['https://twitter.com/oldyalebrewing', 'https://www.facebook.com/oldyalebrewing/', 'https://www.instagram.com/oldyalebrewing/', 'https://untappd.com/oldyalebrewing']",Canada
Over Time Beer Works,Kimberley,"['Growler Fills', 'Merchandise', 'Patio', 'Shopping', 'Snacks']",https://bcaletrail.ca/breweries/over-time-beer-works/,136 Wallinger Ave,N/A,V1A 1Y8,BC,2504272426,http://overtimebeer.ca,"['https://twitter.com/OverTimeBeer', 'https://www.facebook.com/OverTimeBeer/', 'https://www.instagram.com/overtimebeer/', 'https://untappd.com/OverTimeBeerWorks']",Canada
Parallel 49 Brewing,Vancouver,"['Barrels', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Has Tours', 'Merchandise', 'Restaurant Connected', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/parallel-49-brewing/,1950 Triumph St,N/A,V5L 1K5,BC,6045582739,http://parallel49brewing.com,"['https://twitter.com/parallel49beer', 'https://www.facebook.com/parallel49brewing/', 'https://www.instagram.com/parallel49beer/', 'https://untappd.com/Parallel49Brewing']",Canada
The Parkside Brewery,Port Moody,"['Dog Friendly Patio', 'Dog Friendly Zone', 'Family Friendly', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Online Shopping - Gift Cards', 'Patio', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/parkside-brewery/,2731 Murray St,N/A,V3H 3R5,BC,6044922731,http://theparksidebrewery.com,"['https://twitter.com/parksidebrewery', 'https://www.facebook.com/parksidebrewery/', 'https://www.instagram.com/parksidebrewery/', 'https://untappd.com/w/the-parkside-brewery/256503']",Canada
The Patch Brewery,Maple Ridge,"['Beer Service', 'Cider', 'Experience', 'Farm', 'Food Service', 'Gluten-Free Beer', 'Patio', 'Picnic Area Outside', 'Pizza', 'What Else?']",https://bcaletrail.ca/breweries/the-patch-brewery/,12745 Laity St,N/A,V4R 2P3,BC,N/A,https://thepatchbrewery.com/,"['https://www.facebook.com/p/The-Patch-Brewery-100063584870966/', 'https://www.instagram.com/thepatchbrewery']",Canada
Patina Brewing,Port Coquitlam,"['Brewpub', 'Call in or Order Online', 'Cider', 'Cocktails', 'Crowlers', 'Delivery through Skip the Dishes and Uber Eats', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/patina-brewing/,2332 Marpole Avenue,N/A,V3C 2A2,BC,6044740025,https://patinabrewing.com/,"['https://www.facebook.com/PatinaBrewing', 'https://www.instagram.com/patinabrewing/', 'https://untappd.com/PatinaBrewingCompany']",Canada
Pemberton Brewing Co.,Pemberton,"['All Weather Patio', 'Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Patio', 'Snacks', 'Take-Out', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/pemberton-brewing/,s 5 and 6,1936 Stonecutter Place Unit,V0N 2K0,BC,6048942337,http://www.pembertonbrewing.ca/,"['https://www.facebook.com/pembertonbrewingco/', 'https://www.instagram.com/pembertonbrewingco/', 'https://untappd.com/PembertonBrewingCo']",Canada
